review_score,review_comment_message
5,"Foi rápido, antes do esperado, estou muito feliz com a compra, parabéns à todos."
1,Pedi duas canetas e apenas uma foi entregue!
5,A cortina é muito bonita e o tecido de qualidade!
3,"Entrega rápida, produto lindo."
4,Muito bom o produto recomendo.
5,Muito bom muito antes do prazo eu recebi a mercadoria.   Breve comprarei mais produtos muito bom o comprometimento de vcs ao cliente.  Meus parabéns!!
5,"Um ótimo auto transformador, serve para muitas e muitas utilidades.  Ótimo, recomendo.  Foi entregue tudo certo, valeu."
3,Só que o produto veio com um nome o qual não estava ciente.
3,"A caixa do produto, a que fica por dentro da embalagem do correio veio toda danificada, rasgada. Nem parece que realmente é um produto licenciamento pelo time pq estava bem feia a coisa. "
2,um dos dois prudutos veio com defeito.  cancelei o produto  
5,Cortina bonita e exatamente o que esperava. 
1,Fui enganada comprei gato por lebre detestei não recomendo
5,recomendo...
1,Quero meu dinheiro de volta
5,Essa loja é muito eficiente e recomedo
5,Entregaram o produto antes do prazo. excelente
1,"o vendedor anuncia que o toner é compatível com minha impressora, porém não é, ao colocar o toner na impressora não se consegue fechar a tampa. o que impossibilita o uso dela."
5,"Produto de qualidade, entregue no prazo"
3,Não recebi o autotransformador. Os controles foram entregues.
4,"A stark mais uma vez está de parabéns pela rapidez na entrega do produto.  A Central Multimídia é a mesma usada no novo Corolla, na compra teve a câmera de ré de brinde, até o presente não instale"
5,ótimo produto e entregue dentro do prazo
3,Deveria ser entregue mais rápido está demorando muito
1,Comprei um patins dia 8/12/17 e até hoje não recebemos minha filha ficou sem presente de Natal porque vcs não conseguiram entregar aguardo o produto ou meu dinheiro de volta
4,"Produto chegou dentro do prazo, porém o site demora atualizar o andamento da compra..."
5,muito bom comprar na loja produto entregue certo e facil acesso a fazer cadastro
5,Otimo
4,comprei dois produtos foi entregue apenas um.
5,Amei tudo 
4,Muito rápido. Recomendo
5,"Recomendo a todos,produto perfeito,só encaixei no usb do pc e já conectou,com velocidade ótima,entrega foi super rápida,chegou antes do prazo.Estou super satisfeito."
5,"Entrega mega rápida, fiquei muito satisfeita!"
1,Não recebi o produto até hj   Estão dizendo que cancelei minha compra .o que não é vedd quero uma resposta.
2,"Bom dia!   Estou insatisfeita com a segunda compra, pois era para ser entregue até 27/04/2017 e até o momento não a recebi. Já terminei de pagar e a mercadoria não me foi entregue."
5,"O produto foi recebido em perfeitas condições, e até antes do prazo previsto. Recomendo a compra."
5,Excelente
4,"Linda mochila, boa qualidade, bom preço e entrega rápida"
3,Só achei q o urso da bolsa era desenhos na própria bolsa não tecido colado. Pq.olhando no saite parece ser do próprio coro
5,"ate agora tudo perfeito, produto e entrega no prazo"
5,PRODUTO ENTREGUE COM 10 DIAS DE ANTECEDÊNCIA AO PROMETIDO . ESTOU MUITO SATISFEITO COM A QUALIDADE DO PRODUTO
1,Demora na entrega
5,Exemplo de fidelidade entre cliente e empresa 
4,chegou antes da data
5,Comprei 2 produtos no mesmo pedido com os srs 1 chegou falta mais 1 .Fiquei surpreso em ver à nota fiscal com um único produto já que jogar pedido tem 2 .
1,Infelizmente não recebi o produto solicitado e pago.
2,"Bonita, pratica, porém a tampa da churrasqueira é mais pesada que o corpo e como a trava que para a tampa não funciona com o peso ela tompa, as alças da grelha vieram amassadas e tambem são fracas"
5,"Fácil, preço razoável e recomendações boas"
5,Chegou certinho antes do prazo recomendo a todos 
5,"Produto chegou no prazo,chegou Perfeito!"
4,Não recebeu o produto HP
3,"Recebi o produto, porém está faltando o nano.. uma peça fundamental para que o mouse funcione."
5,Ótimo trabalho parabéns para equipe...
2,"Uso cordas .012, eles só tinham .011, daí fiz o pedido .011, eles me enviaram .010... como vivo de música não tenho tempo de devolver ou trocar, dessa maneira fica duvidosa e inviável mais uma compra."
1,"compre um relógio , no anuncio dizia q era original! mas o relógio se trata de uma replica de mau qualidade."
3,bom produto
5,Produto muito bom e chegou bem antes do prazo determinado ameii super recomendo
1,Só veio uma capa comprei 3 aí paguei. Mais de 100 reais por uma capa  
2,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20 
1,"Até agora não recebi meu produto, estou esperando pois se não for enviado quero a devolução do meu dinheiro"
5,"Produto chegou conforme a data prevista, e vem antes do prazo, entrega correta, recomendo."
1,Péssimo 
1,"O PRODUTO QUE PEDI NÃO CORRRESPONDE AO QUE FOI ENTREGUE, TOTALMENTE DIFERENTE."
5,Entrega rápida e produto de ótima qualidade.
1,"Isso deve ser piada, não recebi o produto e ainda tenho que responder essa avaliação."
4,falta um produto
1,Comprei dois itens e recebi só um.
1,"Solicitei o carregador para o tablet. Génesis. Conforme a informação do vendedor ,solicitei o produtos não se adaptou ao meu tablet. "
5,Muito bem atendido. 
4,Gosto de comprar com vocês
3,"CONFIO NO SITE lannister ,POREM O METODO DE ENTREGA DEIXA A DESEJAR,POR DEPENDER DE TERCEIROS O PRAZO ESTIMADO PARA ENTREGA NO ATO DA COMPRA NAO E CONFIAVEL."
1,Ja tem mais de 30 dias da compra e ate agora nada da mercadoria... 
5,"Embora tenha havido atraso na entrega, fui avisado antes de vencer o prazo. Muito obrigado. "
5,Muito bom o atendimento a entrega foi rápida e o produto foi entregue.
1,Estou solicitando a devolução do produto.
1,uma bosta
5,Entrega rápida.
4,otimo  
5,Dentro do prazo e conforme as expectativas.
5,"Gostei muito do produto, porém deveria mudar a maneira de embalar. Veio bem protegido por plástico bolha, poderia ser em caixa. Assim mesmo super recomendo. 😉 "
1,Deram um prazo muito grande para a entrega do produto e não conseguiram entregar no prazo 
5,Plena satisfação. 
5,"Prazo, produto e entrega, todo ok."
1,"Achei o produto muito pequeno e onde fica a ""tela "" com os botões do microondas sai com facilidade. Não tem um bom encaixe..."
5,Recomendo a loja. Produto atende o que eu buscava.  
5,Òtimo produto... chegou antes do prazo
5,"Produto de excelente qualidade, perfeito."
1,Produto naonentregue 
1,comprei uma caixa de som em 17/11/17 e até a presente data (09/12/17)não recebi a mercadoria nem explicações da targaryen. Ainda lhe obriga a dar uma estrela para efetivar a avaliação.
4,"td certo , recomendo essa loja c certeza"
5,Apesar do prazo ser longo chegou no prazo informado.     Sem problemas. 
5,"Chegou antes do prazo previsto, bem embalado, bem lacrado.. tudo correto.. recomendo"
5,CONTENTE COM AENTREGA
5,Entrega rápida e ótimo produto
4,"Qualidade excelente, e foi entregue antes do prazo"
1,NÃO RECEBI O PEDIDO NO PRAZO E AINDA NEM RECEBI O PRODUTO UM DIA APÓS O PRAZO MÁXIMO.
1,"Vcs colocam um produto para venda sem ter em estoque, vcs acham que sou palhaço!!!!!"
1,nao recebi o produto
1,Estou há mais de 01 mês esperando a solução do problema conforme atendimento aberto .  Quanto tempo mais terei que aguardar ?  Tenho que buscar ajuda no procon ou juizados de pequenas causas ??  
4,Mto bom. Chegou antes do prazo.
1,"Nao me entregaram a pulseira (bracelete), somente a carteira!! Os 2 sendo feitos num único pedido"
1,:(
3,p0ntualidade.valeu.espero continue eficiente
4,"O produto é péssimo! Acabamento ruim, tecido áspero."
1,Meu produto não chegou. Qual a solução?
2,loja cumpriu o prazo porem o produto é muito pequeno
5,Loja eficiente 
1,Até hoje nem sinal dos produtos. Acho que a lannister tem de saber avaliar as empresas que fazem parcerias...por que essa não tem qualidade.
3,"Cor amarela bonita, simples e sofisticado, mas a lâmpada leva alguns longos segundos para acender totalmente, e às vezes falha, tendo que religar. Espero que não queime logo. Não recomendo pelo risco."
3,"Adquiri a cortina pois gostei dos detalhes e preço e preço, mas a cortina chegou com a cor muito diferente da imagem, e sem os detalhes. Apesar de ser bonita, não a instalei, e não sei se vou ficar. "
5,entregou bem antes da data prevista. muito bom.
5,rapido a entrega. 
1,"O cartão que recebi é falso.  Começou com a cor do cartão que não era a mesma da foto site. o celular e Pc não reconheceram o cartão. por fim, descobri que a sigla do prodt. É para uma capacidade meno"
5,"Recebi o produto correto, antes do prazo previsto"
5,"Entrega super rapida, antes do prazo, a cuba é linda, veio td certinho! Melhor preço ! Recomendo "
5,Transação ótima. Como tadas que fiz junto ao stark.
5,Valeu cada Real Investido. Recomendo a TODOS.
5,Os panos são lindos e o tecido de qualidade.  A entrega foi no prazo.  Recomendo! Nota dez!
2,"ADUIRI TRES BONECOS POWER RANGER, UM AZUL, PRETO E VERMELHO, SÓ FALTA RECEBER O VERMELHO PRO PAPAI NOEL DE MEU NETO"
5,Tudo certo!
5,parabens pela atençao e eficiencia 
1,Meu produto constar que foi entregue mais não chegou nada na minha casa e hoje de manhã eu liguei na central da lannister pra saber o que aconteceu e atendente? mim informou pra ey esperar até terça 
1,....
4,"tudo perfeito, entrega, prazo e produto."
5,lannister sempre cumpre o prazo de entrega.
3,"O frete deveria ser cobrado pela quantidade total adquirida e não por cada produto comprado. No meu caso comprei 2 refis de filtro e paguei 2 fretes, sendo que poderia ter pago um só proporcional."
1,"FOI FEITO O PEDIDO DE 2 (UND) DO PRODUTO, CHEGOU APENAS 1(UND), E MESMO ASSIM FORA DO PRAZO DE ENTREGA, JÁ ENVIEI VÁRIOS EMAILS PARA RESOLVE O PROBLEMA E ATE AGORA NÃO OBTIVE NENHUMA RESPOSTA.!"
5,Recomendo essa loja.
4,"o produto está dentro que eu esperava, a loja continua tendo a minha confiança"
3,"escolhi um desenho e veio outra estampa.  Fiquei com ela mesmo, pois seria muito complicado trocar."
3,Bons produtos até hoje todos os meus pedidos recebi dentro do prazo e atenderam as expectativas 
5,Produto conforme descrito 
5,"Produto ótimo, correspondeu às expectativas."
2,"Chegou bem antes do prazo previsto, porém,para o drone H18 entrada não foi compatível. A entrada do meu drone é a JST. Existe algum adaptador para ser adquirido para a ulitização do produto comprado?"
5,"O produto é ótimo, já faz algum tempo que uso. Agora, a Loja é excelente em todos os sentidos."
1,"Comprei um bebedouro dia 08/04 e me deram um prazo de até o dia 30/04 para me entregar, hj já são 02/05 e não me entregaram não comprem nada vendido e entregue pela targaryen mando emails e não respondem"
5,Pelo preço vale a pena!
5,achei ótimo recomendo
5,Gostei muito do produto e da rapidez da entrega
1,Comprei um lençol de casal e chegou um de solteiro.  Quero devolver o mesmo.
5,Ótimo atendimento!
5,tudo certo e dentro do previsto!
4,Entrega feita no prazo e produto em perfeitas condicoes  Parabens a equipe
1,Espero mais dedicação nas proximas entregas
5,happy
4,MT bom
5,"Tudo OK!  lannister, o parceiro das lannister, o produto e a entrega. Somente sugeriria que colocassem um plástico bolha entre as prateleiras desmontadas, já que a minha veio com um pequeno amassado"
1,"Fiz um pedido, este não foi entregue no prazo (40 dias após a compra) e cancelaram meu pedido. Para compensar, me deram o valor em crédito"
2,Pedi uma colcha 100% algodão e veio 100% poliester.
5,Entrega antes do prazo
5,Produto excelente!!! Eu recomendo.
5,"Recebi o produto adequado, antes do prazo previsto. "
1,Produto veio avariado e até o momento não entraram em contato para troca. 
5,Ótimo floral OXYFLOWER comprado. Altos benefícios. Não acreditem em mim. COMPROVEM por si mesmos. ***Deus abençoe***
5,"produto excelente, perfeito estado, chegou muito antes da previsão, adorei, DICA: atentar porque o ilhós (onde passa o varão) é mais estreito que o normal), ficando pesada para varão fino... "
5,entregue antes do prazo muito bom
5,Entrega antes do prazo. Muito bom
2,Se vocês não entregam onde eu morro porque cobram o frete sendo que tenho que ir buscar 
5,Produto chegou coreto na 01 dia antes da data combinada.
5,Produto entregue sem problemas.
5,"Não estalei ainda aparentemente é muito bonito, só vou poder dizer da qualidade quando for instalar,, por enquanto satisfeita ."
3,acredito que poderia servir como uma tampa que levanta na frente e fica fixa no fundo.
5,"Amei o produto, e veio antes do previsto 😍"
1,aqui está descrevendo como entregue só que ate agora não recebi
4,"Produto entregue muito antes do previsto, funciona bem, brinquedo bonito."
5,"Produto de qualidade original, e entrega dentro do prazo estipulado. Muito satisfeita."
5,Produto de boa qualidade e chegou em perfeito estado .
1,"fiz o pedido de 2 joico treatament balm moisture recovery mascara 250 ml, mas so recebi 1 no dia 4 de janeiro quero saber como fica o outro pois o valor ja foi cobrado e descontado em minha fatura ob"
5,É original mesmo! Funciona muito bem! Tudo ótimo!
5,"Produto ótimo, estou muito satisfeito"
5,Muito rápida a entrega!!!
4,Só não avaliei com 5 estrelas em razão de ter vindo produto diverso: era vermelho e veio azul.
5,Recebi meu produto antes do prazo e ainda ganhei um brinde da targaryen muito agradecido lannister e targaryen
5,Produto entregue no prazo e ótima qualidade!!
1,"Não recebi, estava com previsão para 02/04, solicito a devolução do dinheiro.  "
4,"Recomendo, mas frete é caro."
1,Produto ainda nao foi entregue. Ainda continuo no aguardo.
1,"O produto chegou no prazo e intacto, porém não funciona.Coloquei o aspirador de carro com tomada para o ascendedor de cigarros no aparelho já conectado na tomada e nada, não funciona.embora 12v  "
